data,nome_oponente,tag_oponente,nivel_oponente,trofes_oponente,clan_oponente,resultado,coroas_jogador,coroas_oponente,mudanca_trofes,modo_jogo,tipo_batalha,arena,deck_jogador,deck_oponente,vezes_enfrentado
29/12/2025 23:40,ImTheMan,#JLUYLLG,0,0,ChunLi's Thighs,Vitoria,3,0,30,Ranked1v1_NewArena,pathOfLegend,Legendary Arena,Barbarian Barrel | Dart Goblin | Goblins | Ice Spirit | Mini P.E.K.K.A | Musketeer | Royal Recruits | Vines,Archer Queen | Arrows | Balloon | Electro Spirit | Executioner | Knight | Lightning | P.E.K.K.A,1
29/12/2025 22:10,ノミタリン,#99CLYU9GR,0,11107,100カラットの輝きを,Derrota,0,3,-28,Ladder,PvP,Musketeer Street,Barbarian Barrel | Dart Goblin | Goblin Gang | Ice Spirit | Lightning | Mini P.E.K.K.A | Musketeer | Royal Recruits,Arrows | Baby Dragon | Balloon | Lumberjack | Mega Knight | Tombstone | Tornado | Witch,1
29/12/2025 21:42,cam_sgt,#PVQP99Y2J,0,11085,TimothyTinkle,Vitoria,3,0,32,Ladder,PvP,Musketeer Street,Barbarian Barrel | Dart Goblin | Goblin Gang | Ice Spirit | Lightning | Mini P.E.K.K.A | Musketeer | Royal Recruits,Bats | Battle Ram | Giant Snowball | Golden Knight | Magic Archer | P.E.K.K.A | Poison | Royal Ghost,1
29/12/2025 21:34,Ali Aliraqi,#QJCPV0LRJ,0,11084,TOP IRAQ,Derrota,1,2,-30,Ladder,PvP,Musketeer Street,Barbarian Barrel | Dart Goblin | Goblin Gang | Lightning | Mini P.E.K.K.A | Musketeer | Royal Recruits | Skeleton Barrel,Arrows | Balloon | Electro Wizard | Firecracker | Hog Rider | Knight | Mega Knight | Skeleton Army,1
29/12/2025 21:20,Eesa_786,#8LY8CQVC,0,11148,asian gang,Derrota,0,1,-26,Ladder,PvP,Musketeer Street,Barbarian Barrel | Dart Goblin | Goblin Gang | Lightning | Mini P.E.K.K.A | Musketeer | Royal Recruits | Skeleton Barrel,Arrows | Baby Dragon | Barbarians | Bomb Tower | Hog Rider | Minions | Skeleton Army | Spear Goblins,1
29/12/2025 21:01,DANI D S,#PPLPGRQVC,0,11130,Atlas,Derrota,0,1,-30,Ladder,PvP,Musketeer Street,Barbarian Barrel | Dart Goblin | Goblin Gang | Lightning | Mini P.E.K.K.A | Musketeer | Royal Recruits | Skeleton Barrel,Electro Dragon | Elite Barbarians | Firecracker | Hog Rider | Ice Golem | Ice Spirit | Mega Knight | The Log,1
29/12/2025 20:56,☠fAcEBreAkeR☠,#YV9P9PPP2,0,11160,Puerto Plata,Derrota,1,2,-30,Ladder,PvP,Musketeer Street,Barbarian Barrel | Dart Goblin | Goblin Gang | Lightning | Mini P.E.K.K.A | Musketeer | Royal Recruits | Skeleton Barrel,Firecracker | Hog Rider | Knight | Lumberjack | Mini P.E.K.K.A | Royal Recruits | Valkyrie | Witch,1
29/12/2025 20:50,koringa,#P0JV8R0UV,0,11174,Fénix Nocturno,Vitoria,2,1,33,Ladder,PvP,Musketeer Street,Barbarian Barrel | Dart Goblin | Goblin Gang | Lightning | Mini P.E.K.K.A | Musketeer | Royal Recruits | Skeleton Barrel,Arrows | Balloon | Electro Wizard | Giant | Goblinstein | Mini P.E.K.K.A | Valkyrie | Witch,1
29/12/2025 20:45,Figo Tj,#PPL2J2YRP,0,11152,Sem cla,Derrota,1,2,-31,Ladder,PvP,Musketeer Street,Barbarian Barrel | Dart Goblin | Goblin Gang | Lightning | Mini P.E.K.K.A | Musketeer | Royal Recruits | Skeleton Barrel,Arrows | Inferno Dragon | Mega Knight | Mini P.E.K.K.A | Rage | Royal Recruits | Valkyrie | Wizard,1
29/12/2025 20:36,Karma,#2UGQ0P2Q,0,11204,Raucherecke,Derrota,1,2,-29,Ladder,PvP,Musketeer Street,Barbarian Barrel | Dart Goblin | Goblin Gang | Lightning | Mini P.E.K.K.A | Musketeer | Royal Recruits | Skeleton Barrel,Firecracker | Hog Rider | Ice Spirit | Knight | Mini P.E.K.K.A | Rocket | Tesla | The Log,1
29/12/2025 20:32,llenodemagia,#82LGGULLL,0,11159,Arg Champion 5,Vitoria,3,0,29,Ladder,PvP,Musketeer Street,Barbarian Barrel | Dart Goblin | Goblin Gang | Lightning | Mini P.E.K.K.A | Musketeer | Royal Recruits | Skeleton Barrel,Arrows | Fireball | Giant Skeleton | Goblin Gang | Mega Knight | Minion Horde | Rage | Witch,1
29/12/2025 20:11,Giacinti 1269,#YGRY0UCRQ,0,11194,Sem cla,Derrota,1,3,-30,Ladder,PvP,Musketeer Street,Barbarian Barrel | Dart Goblin | Goblin Gang | Lightning | Mini P.E.K.K.A | Musketeer | Royal Recruits | Skeleton Barrel,Arrows | Bats | Fireball | Hog Rider | Inferno Tower | Mega Knight | Mini P.E.K.K.A | Skeleton Army,1
29/12/2025 20:06,Jair3piernas,#C99RPG002,0,11162,Legión Papu,Vitoria,3,0,29,Ladder,PvP,Musketeer Street,Barbarian Barrel | Dart Goblin | Goblin Gang | Lightning | Mini P.E.K.K.A | Musketeer | Royal Recruits | Skeleton Barrel,Arrows | Bats | Dart Goblin | Goblin Barrel | Goblin Gang | Mega Knight | Princess | Skeleton King,1
29/12/2025 20:02,acooc,#YY9QJRJ,0,11145,PAY2LOSE,Vitoria,1,0,30,Ladder,PvP,Musketeer Street,Barbarian Barrel | Dart Goblin | Goblin Gang | Lightning | Mini P.E.K.K.A | Musketeer | Royal Recruits | Skeleton Barrel,Archer Queen | Balloon | Bats | Fireball | Freeze | Goblin Gang | Lumberjack | Mini P.E.K.K.A,1
29/12/2025 19:23,marjinBu,#JL222VRCG,0,11109,DemonFree ™ ITA,Vitoria,3,0,29,Ladder,PvP,Musketeer Street,Barbarian Barrel | Dart Goblin | Goblin Gang | Lightning | Mini P.E.K.K.A | Musketeer | Royal Recruits | Skeleton Barrel,Arrows | Electro Wizard | Golden Knight | Inferno Tower | Lumberjack | P.E.K.K.A | Valkyrie | Zap,1
29/12/2025 19:11,rira,#CCC8Y9Q9U,0,11070,31erSQUAD,Vitoria,1,0,28,Ladder,PvP,Musketeer Street,Barbarian Barrel | Dart Goblin | Goblin Gang | Lightning | Mini P.E.K.K.A | Musketeer | Royal Recruits | Skeleton Barrel,Arrows | Firecracker | Goblin Gang | Mega Knight | Mighty Miner | Princess | Skeleton Barrel | Witch,1
29/12/2025 19:07,Star lord,#V99V9GL0G,0,11057,Colombia,Vitoria,3,1,30,Ladder,PvP,Musketeer Street,Barbarian Barrel | Dart Goblin | Goblin Gang | Lightning | Mini P.E.K.K.A | Musketeer | Royal Recruits | Skeleton Barrel,Elixir Collector | Executioner | Firecracker | Inferno Tower | Mega Knight | Royal Ghost | Skeleton Barrel | Suspicious Bush,1
29/12/2025 19:01,TONINO,#UC8Q8CYL,0,11061,#Fight club#,Derrota,1,3,-32,Ladder,PvP,Musketeer Street,Barbarian Barrel | Dart Goblin | Goblin Gang | Lightning | Mini P.E.K.K.A | Musketeer | Royal Recruits | Skeleton Barrel,Arrows | Barbarians | Bomber | Golem | Mega Minion | Mini P.E.K.K.A | Night Witch | Zap,1
29/12/2025 18:57,EvoMoldo,#J8JV029P9,0,11116,Sem cla,Derrota,0,1,-29,Ladder,PvP,Musketeer Street,Barbarian Barrel | Dart Goblin | Goblin Gang | Lightning | Mini P.E.K.K.A | Musketeer | Royal Recruits | Skeleton Barrel,Firecracker | Hog Rider | Mega Knight | Mini P.E.K.K.A | Musketeer | Skeleton Army | The Log | Zap,1
29/12/2025 18:44,cesca,#999JY9CC,0,11094,PINOY,Vitoria,3,1,30,Ladder,PvP,Musketeer Street,Barbarian Barrel | Dart Goblin | Goblin Gang | Lightning | Mini P.E.K.K.A | Musketeer | Royal Recruits | Skeleton Barrel,Barbarian Barrel | Cannon | Dart Goblin | Fireball | Knight | Rascals | Royal Ghost | Skeleton Barrel,1
